cat,date,year,season,sex,age,age.2,toxo titer,toxo320,toxo160,fiv,felv,type,colony,catsincolony,latitude,longitude
06-0331,4/26/06,2006,wet,m,> 12 months,adult,1280,1,1,0,0,dep,270,1,36.77476111,-121.7959
06-0456,6/13/06,2006,dry,m,> 12 months,adult,10240,1,1,0,0,dep,271,2,36.79052778,-121.7925972
06-0457,6/13/06,2006,dry,f,> 12 months,adult,160,0,1,0,1,dep,271,2,36.79052778,-121.7925972
06-0501,6/28/06,2006,dry,f,> 12 months,adult,5120,1,1,0,0,dep,272,1,36.8332,-121.8014194
06-0951,7/26/06,2006,dry,m,> 12 months,adult,5120,1,1,0,0,dep,273,4,36.81866667,-121.7931111
06-0956,7/31/06,2006,dry,m,> 12 months,adult,2560,1,1,0,0,dep,273,4,36.81866667,-121.7931111
06-0958,8/1/06,2006,dry,NA,> 12 months,NA,5120,1,1,0,0,dep,273,4,36.81866667,-121.7931111
06-0959,8/3/06,2006,dry,f,> 12 months,NA,1280,1,1,0,0,dep,273,4,36.81866667,-121.7931111
07-0355,4/17/07,2007,dry,f,> 12 months,adult,<40,0,0,0,0,dep,274,1,36.80513333,-121.7878139
06-0264,4/12/06,2006,wet,m,> 12 months,adult,2560,1,1,0,0,dep,275,4,36.84371111,-121.8051583
06-0329,4/26/06,2006,wet,m,> 12 months,adult,<40,0,0,0,0,dep,275,4,36.84371111,-121.8051583
06-0960,8/1/06,2006,dry,f,> 12 months,adult,640,1,1,0,0,dep,275,4,36.84371111,-121.8051583
06-0961,8/1/06,2006,dry,m,> 12 months,adult,320,1,1,0,0,dep,275,4,36.84371111,-121.8051583
MO-048,4/18/06,2006,wet,m,> 12 months,adult,1280,1,1,1,0,managed,NA,1,NA,NA
MO-064,4/25/06,2006,wet,f,6-12 months,juvenile,40,0,0,0,0,managed,NA,1,NA,NA
MO-094,5/23/06,2006,dry,f,> 12 months,adult,320,1,1,0,0,managed,NA,1,NA,NA
MO-095,5/23/06,2006,dry,f,> 12 months,adult,80,0,0,0,0,managed,NA,1,NA,NA
MO-096,5/23/06,2006,dry,f,> 12 months,adult,160,0,1,0,0,managed,NA,1,NA,NA
MO-113,6/7/06,2006,wet,f,> 12 months,adult,40,0,0,0,0,managed,NA,1,NA,NA
MO-139,6/27/06,2006,dry,f,> 12 months,adult,<40,0,0,0,0,managed,NA,1,NA,NA
MO-151,7/5/06,2006,dry,m,6-12 months,juvenile,160,0,1,0,0,managed,NA,1,NA,NA
MO-558,9/15/08,2008,dry,f,> 12 months,adult,<40,0,0,0,0,managed,NA,1,NA,NA
08-0047,1/17/08,2008,wet,f,< 6 months,juvenile,<40,0,0,0,0,managed,NA,1,NA,NA
08-0282,2/22/08,2008,wet,m,> 12 months,adult,40,0,0,0,0,managed,NA,1,NA,NA
08-0283,2/17/08,2008,wet,m,< 6 months,juvenile,<40,0,0,0,0,managed,NA,1,NA,NA
08-0292,2/15/08,2008,wet,f,6-12 months,juvenile,<40,0,0,0,0,managed,NA,1,NA,NA
08-0602,3/26/08,2008,wet,f,> 12 months,adult,40,0,0,0,0,managed,NA,1,NA,NA
08-0604,4/1/08,2008,wet,m,> 12 months,adult,160,0,1,0,0,managed,NA,1,NA,NA
08-0623,4/15/08,2008,wet,m,> 12 months,adult,<40,0,0,0,0,managed,NA,1,NA,NA
08-0629,4/21/08,2008,wet,m,> 12 months,adult,<40,0,0,1,0,managed,NA,1,NA,NA
08-0995,5/8/08,2008,dry,f,> 12 months,adult,<40,0,0,0,0,managed,NA,1,NA,NA
08-1083,6/10/08,2008,dry,m,> 12 months,adult,<40,0,0,0,0,managed,NA,1,NA,NA
08-1114,6/8/08,2008,dry,m,> 12 months,adult,<40,0,0,0,0,managed,NA,1,NA,NA
08-1119,6/7/08,2008,dry,f,> 12 months,adult,<40,0,0,0,0,managed,NA,1,NA,NA
08-1316,7/12/08,2008,dry,f,> 12 months,adult,<40,0,0,0,0,managed,NA,1,NA,NA
09-0282,5/25/08,2008,dry,f,< 6 months,juvenile,<40,0,0,0,0,managed,NA,1,NA,NA
